PID,Lat_Y,Long_X,label,cluster
226,8.4009,1.0858,Core,1
227,5.2619,9.6794,Core,1
228,5.1953,5.8379,Core,2
229,3.0273,11.8415,Core,2
230,7.5042,14.935,Border,2
231,6.2756,9.9861,Core,1
232,8.8829,2.2759,Core,1
233,7.3473,0.1236,Core,1
234,4.2666,6.1503,Core,2
235,2.8807,11.0311,Core,2
236,4.0062,13.0346,Core,2
237,2.9049,10.8386,Core,2
238,6.1157,-0.0048,Core,1
239,7.5125,15.0746,Border,2
240,6.9027,9.4933,Core,1
241,4.8847,5.5832,Core,2
242,7.3192,4.9523,Core,2
243,9.6798,7.2267,Core,1
244,9.9046,3.3365,Core,1
245,9.4164,2.7739,Core,1
246,5.2992,10.0609,Border,1
247,4.9532,6.119,Core,2
248,2.7968,11.7903,Core,2
249,10.054,6.2527,Core,1
250,6.3388,4.9891,Core,2
251,3.1691,7.3739,Core,2
252,3.3744,13.4014,Core,2
253,7.3389,9.2406,Core,1
254,9.5587,6.7256,Core,1
255,3.2308,7.8497,Core,2
256,9.8595,4.1764,Core,1
257,2.6322,11.2704,Core,2
258,4.0029,6.7112,Core,2
259,9.6765,7.5775,Core,1
260,8.8848,8.2002,Core,1
261,5.2586,5.7279,Core,2
262,2.475,10.4947,Core,2
263,9.183,7.9688,Core,1
264,3.3251,12.4299,Core,2
265,3.2692,6.9369,Core,2
266,4.4601,13.4349,Core,2
267,9.2716,7.4293,Core,1
268,2.8385,8.5884,Core,2
269,3.291,12.8368,Core,2
270,2.2028,9.6813,Core,2
271,9.1491,8.0616,Core,1
272,5.1068,-0.2856,Border,1
273,7.6187,0.4897,Core,1
274,7.6659,1.2018,Core,1
275,5.1607,5.6987,Core,2
276,2.708,9.7269,Core,2
277,6.9348,14.3615,Border,2
278,8.5192,1.672,Core,1
279,8.0409,1.289,Core,1
280,8.6148,8.1073,Core,1
281,3.1169,12.3698,Core,2
282,7.5752,0.6083,Core,1
283,5.8861,14.6554,Core,2
284,3.6885,13.8484,Core,2
285,6.2812,14.7647,Core,2
286,9.8673,6.6659,Core,1
287,9.5321,4.0581,Core,1
288,2.4751,8.7856,Core,2
289,6.8099,0.5123,Core,1
290,8.9593,1.8789,Core,1
291,6.9219,0.3514,Core,1
292,9.6404,7.1133,Core,1
293,7.7622,9.0205,Core,1
294,6.3662,9.7195,Core,1
295,6.8997,4.9402,Core,2
296,9.2908,2.3274,Core,1
297,6.2571,14.5067,Core,2
298,4.9574,5.845,Core,2
299,10.0285,5.5762,Core,1
300,3.8511,13.141,Core,2
